0 0 0 0.0000000000 0.0000000000
0 0 1 0.9647571945 0.0266635609
0 0 2 0.9899407808 5.7187948351
0 0 3 0.9954003310 1.7401215327
0 0 4 0.9605150934 6.2245824140
0 0 5 0.9963949461 0.1650828745
0 0 6 0.9899055493 6.1329599759
0 0 7 -0.9967738599 4.8298402220
0 0 8 -0.9974913656 5.0798301243
0 0 9 0.9946081205 3.6893792362
0 0 10 0.9991646204 1.2120988567
0 0 11 0.9971404637 3.8054012807
0 0 12 -0.9979111089 3.9556535910
0 0 13 -0.9960504225 0.6239622268
0 0 14 -0.9929935793 6.2257102945
0 0 15 0.9928706031 2.6375791027
0 0 16 -0.9967842724 0.1940306920
0 0 17 -0.9911911886 6.1738195566
0 0 18 -0.9835349781 2.8365178435
0 0 19 -0.9893547865 4.6201957152
0 0 20 -0.9989610040 3.1248489809
0 0 21 0.9999832841 5.8604389627
0 0 22 0.9730175567 1.4417149175
0 0 23 0.9878875135 2.1474300307
0 0 24 -0.9833360279 5.2557566808
0 0 25 -0.9984561399 3.5463202057
0 0 26 0.9991233321 2.2360356232
0 0 27 -0.9971983736 4.4872627206
0 0 28 -0.9661681187 5.5602377387
0 0 29 0.0000000000 1.5707963268
0 1 0 0.0000000000 0.0000000000
0 1 1 0.9927471951 0.0626943220
0 1 2 0.9876536728 0.0849222811
0 1 3 -0.9955318581 4.4314271372
0 1 4 0.9961578421 1.6118683743
0 1 5 0.9969469780 0.9554090167
0 1 6 -0.9957178755 5.3293967395
0 1 7 0.9868017677 0.9403898937
0 1 8 -0.9867603623 3.7409141025
0 1 9 -0.9983338935 3.5768315503
0 1 10 -0.9977118478 2.9152010579
0 1 11 0.9929759203 0.6081028443
0 1 12 0.9983781177 5.9062945085
0 1 13 0.9969956701 5.8127529699
0 1 14 -0.9914797957 4.3837294675
0 1 15 -0.9907707826 0.0942000209
0 1 16 0.9984284384 0.2029446408
0 1 17 -0.9899615874 5.0086327981
0 1 18 -0.9979562138 4.8744926089
0 1 19 -0.9919623956 4.4659867102
0 1 20 -0.9975898456 5.4020507811
0 1 21 0.9939527567 4.0340424620
0 1 22 -0.9799319438 5.0146134202
0 1 23 0.9843099358 0.3707474925
0 1 24 -0.9944511565 5.8004900432
0 1 25 -0.9885901841 4.5370639579
